Name,Year,Genre,Publisher,Studio,Critic_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform
Atelier Iris 2: The Azoth Of Destiny,2006,Role-Playing,NIS America,Gust,6.8,0.03,0.02,0.0,0.01,0.06,PS2
Atelier Iris 3: Grand Phantasm (US Sales),2007,Role-Playing,NIS America,Gust,6.1,0.14,0.11,0.0,0.04,0.29,PS2
Atelier Iris: Eternal Mana,2005,Role-Playing,NIS America,Gust,7.2,0.08,0.06,0.0,0.02,0.15,PS2
Atelier Rorona: Alchemist of Arland,2014,Role-Playing,NIS America,Gust,6.4,0.22,0.1,0.11,0.05,0.48,PS3
Atelier Totori: The Adventurer of Arland,2011,Role-Playing,NIS America,Gust,7.8,0.12,0.07,0.21,0.03,0.43,PS3
Atomic Betty,2005,Puzzle,Namco,Big Blue Bubble,6.0,0.02,0.01,0.0,0.0,0.03,GBA
Attack on Titan 2,2018,Action,Koei Tecmo,Omega Force,7.0,0.29,0.060000000000000005,0.14,0.06,0.54,Multi_Plateforme
Auto Modellista,2003,Racing,Capcom,Capcom,5.9,0.02,0.01,0.0,0.0,0.03,GC
Avalon Code,2009,Role-Playing,Marvelous Interactive,Matrix Software,7.1,0.11,0.0,0.12,0.01,0.24,DS
Avatar: The Last Airbender,2006,Adventure,THQ,AWE Games,5.5,0.49,0.1,0.0,0.02,0.61,GC
Axiom Verge,2017,Action,Thomas Happ Games,Thomas Happ Games,7.5,0.12,0.03,0.0,0.02,0.17,NS
Azure Dreams,1998,Role-Playing,Konami,Konami Computer Entertainment Tokyo,7.4,0.07,0.05,0.0,0.01,0.13,PS
Azure Striker Gunvolt,2014,Action,Inti Creates,Inti Creates,8.0,0.02,0.0,0.0,0.0,0.02,3DS
BIT.TRIP COMPLETE,2011,Misc,Aksys Games,Gaijin Games Inc.,8.1,0.06,0.02,0.0,0.01,0.09,Wii
BIT.TRIP SAGA,2011,Platform,Aksys Games,Gaijin Games Inc.,7.5,0.09,0.04,0.0,0.01,0.14,3DS
BUZZ! Quiz World,2009,Misc,Sony Computer Entertainment,Magenta Software,7.8,0.16,0.58,0.0,0.18,0.92,PS3
Babysitting Mama,2010,Simulation,Majesco,Cooking Mama Limited,3.8,0.33,0.12,0.0,0.04,0.49,Wii
Back to the Future: The Game,2010,Adventure,Telltale Games,Telltale Games,7.0,0.05,0.0,0.0,0.0,0.05,PC
BackTrack,2001,Shooter,Telegames,"Telegames, Inc.",5.2,0.0,0.0,0.0,0.0,0.0,GBA
Backbreaker,2010,Sports,505 Games,NaturalMotion Games,5.2,0.17,0.0,0.0,0.01,0.18,X360
Backstreet Billiards,1998,Misc,ASCII Entertainment,argent,7.2,0.19,0.13,0.0,0.02,0.34,PS
Backyard Basketball,2004,Sports,Atari,Mistic Software,6.0,0.13,0.05,0.0,0.0,0.18,GBA
Backyard Hockey,2003,Sports,Atari,Mistic Software,6.0,0.14,0.05,0.0,0.0,0.2,GBA
Backyard NFL Football 2006,2005,Sports,Atari,Humongous Entertainment,5.5,0.02,0.01,0.0,0.0,0.03,GBA
Backyard Wrestling: Don't Try This at Home,2003,Fighting,Eidos Interactive,Paradox Development,6.0,0.43,0.27,0.0,0.09,0.77,PS2
Bad Boys: Miami Takedown,2004,Shooter,Crave Entertainment,Blitz Games,4.3,0.03,0.01,0.0,0.0,0.05,GC
Baja: Edge of Control,2008,Racing,THQ,2XL Games,5.0,0.22,0.14,0.0,0.05,0.41000000000000003,PS3
Bakugan: Battle Brawlers,2009,Action,Activision,MTO,6.4,1.26,0.02,0.0,0.1,1.38,DS
Baldur's Gate,1998,Role-Playing,Interplay,BioWare,9.2,0.0,0.0,0.0,0.0,0.0,PC
Baldur's Gate: Dark Alliance,2002,Role-Playing,"Destination Software, Inc",Magic Pockets,7.7,0.13,0.04,0.0,0.0,0.17,GBA
Baldur's Gate: Dark Alliance II,2004,Role-Playing,Interplay,Black Isle Studios,7.8,0.34,0.26,0.0,0.09,0.68,PS2
Baldur's Gate: Tales of the Sword Coast,1999,Role-Playing,Interplay,BioWare,8.1,0.0,0.0,0.0,0.0,0.0,PC
Ballistic,1999,Puzzle,Atari,Atari,7.9,0.02,0.01,0.0,0.0,0.04,PS
Ballistic: Ecks vs. Sever,2002,Shooter,BAM! Entertainment,Crawfish Interactive,7.3,0.07,0.03,0.0,0.0,0.1,GBA
Band Hero,2009,Misc,Activision,Vicarious Visions,7.6,1.88,0.98,0.0,0.53,3.38,Multi_Plateforme
Bangai-O Spirits,2008,Shooter,D3 Publisher,"Treasure Co., Ltd.",8.4,0.07,0.0,0.0,0.01,0.08,DS
Banjo-Kazooie,1998,Platform,Nintendo,Rare Ltd.,9.3,1.87,1.13,0.55,0.1,3.65,N64
Banjo-Kazooie: Grunty's Revenge,2003,Platform,THQ,Rare Ltd.,6.6,0.24,0.09,0.0,0.01,0.33,GBA
Banjo-Kazooie: Nuts & Bolts,2008,Platform,Microsoft Game Studios,Rare Ltd.,8.0,0.32,0.35,0.0,0.08,0.76,X360
Banjo-Pilot,2005,Racing,THQ,Rare Ltd.,6.2,0.07,0.03,0.0,0.0,0.1,GBA
Banjo-Tooie,2000,Platform,Nintendo,Rare Ltd.,9.3,0.82,0.36,0.25,0.06,1.49,N64
Barbie Groovy Games,2002,Misc,Universal Interactive,Digital Illusions (DICE),3.0,0.4,0.15,0.0,0.01,0.56,GBA
Barbie as The Island Princess,2007,Adventure,Activision,Human Soft / Ivolgamus,5.5,0.16,0.06,0.0,0.0,0.23,GBA
Barbie as the Princess and the Pauper,2004,Adventure,Knowledge Adventure,VU Games,6.0,0.01,0.0,0.0,0.0,0.02,GBA
Barnyard,2006,Action,THQ,Halfbrick Studios,5.6,0.03,0.01,0.0,0.0,0.05,GBA
Baroque,2008,Role-Playing,Atlus,Sting,5.2,0.07,0.0,0.0,0.01,0.08,Wii
Baseball Advance,2002,Sports,THQ,Smilebit,8.3,0.1,0.04,0.0,0.0,0.13,GBA
Bass Hunter 64,1999,Sports,Take-Two Interactive,Gear Head Entertainment,6.0,0.25,0.06,0.0,0.0,0.31,N64
Baten Kaitos Origins,2006,Role-Playing,Nintendo,tri-Crescendo / Monolith Soft,7.5,0.06,0.02,0.02,0.0,0.1,GC
Baten Kaitos: Eternal Wings and the Lost Ocean,2004,Role-Playing,Namco,tri-Crescendo / Monolith Soft,8.2,0.21,0.05,0.0,0.01,0.27,GC
Batman & Robin,1998,Action,Acclaim Entertainment,Probe,5.4,0.06,0.04,0.0,0.01,0.11,PS
Batman Begins,2005,Action,Electronic Arts,Vicarious Visions,6.3,0.12,0.05,0.0,0.0,0.17,GBA
Batman Beyond: Return of the Joker,2000,Action,Ubisoft,Kemco,2.0,0.07,0.02,0.0,0.0,0.09,N64
Batman Forever: The Arcade Game,1996,Action,Acclaim Entertainment,Iguana Entertainment,5.2,0.02,0.01,0.0,0.0,0.03,PS
Batman: Arkham Asylum,2009,Action,Eidos Interactive,Rocksteady Studios,9.0,4.5,2.56,0.09000000000000001,1.0,8.14,Multi_Plateforme
Batman: Arkham City,2011,Action,Warner Bros. Interactive,Rocksteady Studios,9.0,5.87,3.45,0.15,1.3399999999999999,10.81,Multi_Plateforme
Batman: Arkham City Armored Edition,2012,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,8.6,0.16,0.18,0.0,0.03,0.37,WiiU
Batman: Arkham Knight,2015,Action,Warner Bros. Interactive,Rocksteady Studios,8.1,1.65,1.68,0.11,0.66,4.11,PS4
Batman: Arkham Origins Blackgate,2013,Action-Adventure,Warner Bros. Interactive Entertainment,Armature Studio,7.0,0.16,0.09,0.0,0.02,0.27,3DS
Batman: Dark Tomorrow,2003,Action,Kemco,"HotGen, Ltd.",2.3,0.06,0.02,0.0,0.0,0.08,GC
Batman: Rise of Sin Tzu,2003,Action,Ubisoft,Ubisoft Montreal,5.5,0.05,0.02,0.0,0.0,0.07,GBA
Batman: The Brave and the Bold the Videogame,2010,Action,Warner Bros. Interactive,WayForward Technologies,7.5,0.43000000000000005,0.09,0.0,0.04,0.5800000000000001,DS
Batman: Vengeance,2001,Adventure,Ubisoft,Ubisoft Montreal,6.2,0.6000000000000001,0.31,0.0,0.08,0.99,Multi_Plateforme
Battalion Wars 2,2007,Strategy,Nintendo,Kuju Entertainment,7.7,0.22,0.02,0.08,0.02,0.34,Wii
Battle B-Daman,2006,Action,Atlus,Atlus Co.,6.0,0.0,0.0,0.0,0.0,0.01,GBA
Battle Chasers: Nightwar,2018,Role-Playing,THQ Nordic,Airship Syndicate,8.5,0.03,0.01,0.0,0.0,0.05,NS
Battle Fantasia,2008,Fighting,505 Games,Arc System Works,7.0,0.07,0.0,0.02,0.01,0.09999999999999999,PS3
BattleBots: Beyond the BattleBox,2002,Action,Majesco,Cave Barn Studios,5.8,0.04,0.01,0.0,0.0,0.06,GBA
Battlebots: Design & Destroy,2003,Action,Majesco,Cave Barn,4.0,0.31,0.12,0.0,0.01,0.44,GBA
Battlefield 1,2016,Shooter,Electronic Arts,EA DICE,9.1,5.87,5.32,0.31,1.6600000000000001,13.16,Multi_Plateforme
Battlefield 1942,2002,Shooter,Electronic Arts,Digital Illusions CE,9.0,0.01,0.02,0.0,0.0,0.03,PC
Battlefield 2,2005,Shooter,Electronic Arts,Digital Illusions CE,9.0,0.0,0.07,0.0,0.01,0.08,PC
Battlefield 2: Modern Combat,2005,Shooter,Electronic Arts,Digtal Illusions,7.5,1.1099999999999999,0.18,0.01,0.11,1.4100000000000001,Multi_Plateforme
Battlefield 3,2011,Shooter,Electronic Arts,Dice,8.5,8.219999999999999,6.5,0.41,2.19,17.32,Multi_Plateforme
Battlefield 4,2013,Shooter,Electronic Arts,EA DICE,8.7,4.87,4.29,0.48000000000000004,1.49,11.120000000000001,Multi_Plateforme
Battlefield Vietnam,2004,Shooter,Electronic Arts,Digital Illusions,8.5,0.0,0.02,0.0,0.0,0.03,PC
Battlefield: Bad Company,2008,Shooter,Electronic Arts,EA Digital Illusions CE,8.6,1.57,0.8200000000000001,0.09,0.32,2.8,PS3
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,EA Digital Illusions CE,8.8,3.63,2.6500000000000004,0.12000000000000001,0.77,7.16,Multi_Plateforme
Battles of Prince of Persia,2005,Strategy,Ubisoft,Ubisoft Montreal,5.6,0.1,0.01,0.0,0.01,0.12,DS
Battlestations: Midway,2007,Strategy,Eidos Interactive,Eidos Hungary,7.7,0.0,0.01,0.0,0.0,0.01,PC
Battlezone: Rise of the Black Dogs,2000,Strategy,Crave Entertainment,Climax Group,7.3,0.06,0.01,0.0,0.0,0.07,N64
Bayonetta,2010,Action,Sega,PlatinumGames,8.6,0.95,0.65,0.3,0.24,2.14,PS3
Bayonetta 2,2014,Action,Nintendo,PlatinumGames,9.3,0.63,0.52,0.17,0.1,1.43,NS
Beach Spikers: Virtua Beach Volleyball,2002,Sports,Sega,Sega-AM2,7.1,0.08,0.02,0.0,0.0,0.1,GC
Beaterator,2009,Misc,Rockstar Games,Rockstar Leeds,7.9,0.07,0.02,0.0,0.02,0.11,PSP
Beautiful Katamari,2007,Puzzle,Namco Bandai,Now Production,7.3,0.14,0.02,0.15,0.02,0.32,X360
Bee Movie Game,2007,Action,Activision,Beenox,6.0,0.57,0.0,0.0,0.04,0.62,DS
Beetle Adventure Racing!,1999,Racing,Electronic Arts,"Paradigm Entertainment, Electronic Arts",9.2,0.4,0.2,0.0,0.02,0.62,N64
Bejeweled 3,2010,Puzzle,PopCap Games,PopCap Games,8.1,0.04,0.05,0.0,0.01,0.1,PC
Ben 10: Alien Force,2008,Action,D3 Publisher,Monkey Bar Games,5.2,0.36,0.14,0.0,0.11,0.6,PSP
Beowulf: The Game,2007,Action,Ubisoft,Ubisoft,4.9,0.36,0.01,0.0,0.03,0.4,X360
BeyBlade VForce: Super Tournament Battle,2003,Action,Atari,Takara,2.5,0.16,0.04,0.0,0.01,0.21,GC
Beyblade G-Revolution,2004,Action,Atari,Full Fat,2.4,0.15,0.05,0.0,0.0,0.2,GBA
Beyond Good & Evil,2003,Adventure,Ubisoft,Ubisoft Montpellier,8.3,0.16,0.13,0.0,0.04,0.33,PS2
Beyond The Beyond,1996,Role-Playing,Sony Computer Entertainment,Camelot Software Planning,4.8,0.11,0.08,0.35,0.04,0.57,PS
Big Bang Mini,2009,Shooter,SouthPeak Interactive,Arkedo Studio,8.0,0.05,0.0,0.0,0.0,0.06,DS
Big Beach Sports,2008,Sports,THQ,HB Studios Multimedia,4.9,0.45,1.02,0.0,0.2,1.66,Wii
Big Brain Academy,2006,Misc,Nintendo,Nintendo EAD,7.7,1.66,2.75,1.6,0.62,6.63,DS
Big Brain Academy: Wii Degree,2007,Misc,Nintendo,Nintendo EAD,7.1,1.05,1.91,0.41,0.42,3.79,Wii
Big Bumpin',2006,Action,King Games,Blitz Games,6.7,0.0,0.0,0.0,0.0,0.0,X360
Big Mutha Truckers,2005,Racing,DSI Games,Raylight Studios,5.0,0.03,0.01,0.0,0.0,0.04,GBA
Billy Hatcher and the Giant Egg,2003,Platform,Sega,Sonic Team,7.3,0.19,0.05,0.0,0.01,0.25,GC
Bio FREAKS,1998,Action,Midway Games,Saffire Corporation,6.2,0.11,0.03,0.0,0.0,0.14,N64
BioShock,2007,Shooter,2K Games,2K Australia / 2K Boston,9.6,2.4099999999999997,1.72,0.060000000000000005,0.5,4.68,Multi_Plateforme
BioShock 2,2010,Shooter,2K Games,2K Marin,8.5,2.32,1.19,0.04,0.45,3.99,Multi_Plateforme
BioShock Infinite,2013,Shooter,2K Games,Irrational Games,9.5,0.74,0.74,0.04,0.3,1.82,PS3
Bionic Commando,2009,Adventure,Capcom,GRIN,7.0,0.24,0.29000000000000004,0.02,0.09,0.64,PS3
Bionicle,2003,Platform,Electronic Arts,Argonaut Games,4.8,0.16,0.04,0.0,0.01,0.21,GC
Bionicle Heroes,2006,Shooter,Eidos Interactive,Traveller's Tales,5.4,0.22,0.03,0.0,0.01,0.28,Multi_Plateforme
Black,2006,Shooter,Electronic Arts,Criterion Games,7.7,1.01,0.04,0.03,0.16,1.25,PS2
Black & White,2001,Strategy,Electronic Arts,Lionhead Studios,9.3,0.0,0.04,0.0,0.0,0.04,PC
Black Sigil: Blade of the Exiled,2009,Role-Playing,Graffiti,Studio Archcraft,6.0,0.05,0.0,0.0,0.0,0.05,DS
Blacksite: Area 51,2007,Shooter,Midway Games,Midway Studios Austin,6.3,0.29,0.23,0.0,0.06,0.57,X360
Blackthorne,2003,Action,Blizzard Entertainment,Mass Media,7.1,0.01,0.0,0.0,0.0,0.01,GBA
Blade Strangers,2018,Fighting,Nicalis,Studio Saizensen,8.3,0.03,0.0,0.0,0.0,0.04,NS
Bladestorm: The Hundred Years' War,2007,Action,KOEI,Omega Force,6.9,0.08,0.01,0.0,0.01,0.09,X360
Blast Corps,1997,Action,Nintendo,Rare Ltd.,9.1,0.39,0.09,0.17,0.06,0.71,N64
Blast Radius,1999,Action,Psygnosis,Pitbull Syndicate,6.6,0.04,0.03,0.0,0.0,0.07,PS
"Blast Works: Build, Trade, Destroy",2008,Shooter,Majesco,BudCat Creations,8.2,0.09,0.0,0.0,0.01,0.1,Wii
Blaster Master: Blasting Again,2001,Shooter,Crave Entertainment,SunSoft,7.7,0.14,0.1,0.0,0.02,0.25,PS
Blasto,1998,Action,Sony Computer Entertainment,Unknown,4.6,0.2,0.13,0.0,0.02,0.35,PS
BlazBlue: Calamity Trigger,2009,Fighting,Aksys Games,Arc System Works,8.5,0.57,0.18,0.1,0.09,0.9299999999999999,PS3
BlazBlue: Calamity Trigger Portable,2010,Fighting,Aksys Games,Arc System Works,7.9,0.07,0.01,0.03,0.01,0.11,PSP
BlazBlue: Continuum Shift,2010,Fighting,Aksys Games,Arc System Works,8.6,0.44,0.12,0.11,0.06,0.73,PS3
BlazBlue: Continuum Shift II,2011,Fighting,Aksys Games,Arc System Works,6.0,0.08,0.04,0.11000000000000001,0.02,0.24,3DS
BlazBlue: Cross Tag Battle,2018,Fighting,Arc System Works,Arc System Works,8.0,0.04,0.01,0.01,0.01,0.07,NS
Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,Ubisoft Romania,7.2,0.21000000000000002,0.05,0.0,0.03,0.29000000000000004,PS3
Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,Ubisoft Romania,4.7,1.54,0.3,0.0,0.19,2.04,Multi_Plateforme
Blazing Dragons,1996,Adventure,Mindscape,Illusions Game Company,6.6,0.08,0.06,0.0,0.01,0.15,PS
Bleach: Shattered Blade,2007,Fighting,Sega,Polygon Magic,5.3,0.21,0.01,0.08,0.02,0.32,Wii
Bleach: Soul Resurreccion,2011,Fighting,NIS America,Eighting,6.7,0.27,0.11,0.07,0.06,0.51,PS3
Bleach: The Blade of Fate,2007,Fighting,Sega,"Treasure Co., Ltd.",8.2,0.29,0.01,0.12,0.03,0.45,DS
Blender Bros.,2002,Platform,Atari,Hudson,7.4,0.02,0.01,0.0,0.0,0.02,GBA
Blinx 2: Masters of Time & Space,2004,Platform,Microsoft Game Studios,Artoon,6.8,0.12,0.03,0.0,0.01,0.15,XB
Blinx: The Time Sweeper,2002,Platform,Microsoft Game Studios,Artoon,6.8,0.39,0.15,0.0,0.02,0.56,XB
Blitz: The League,2005,Sports,Midway Games,Midway Games,6.5,1.29,0.14,0.0,0.15,1.58,Multi_Plateforme
Blitz: The League II,2008,Sports,Midway Games,Midway Games,6.3,0.19,0.04,0.0,0.03,0.25,PS3
Blood Bowl,2010,Sports,SouthPeak Interactive,Cyanide Studio,5.0,0.17,0.05,0.0,0.02,0.24000000000000002,Multi_Plateforme
Blood Omen: Legacy of Kain,1996,Role-Playing,Crystal Dynamics,Silicon Knights,7.8,0.25,0.17,0.0,0.03,0.44,PS
BloodRayne,2002,Shooter,Majesco,Terminal Reality,7.3,0.25,0.07,0.0,0.01,0.32,GC
Bloodborne,2015,Role-Playing,Sony Computer Entertainment,From Software,8.2,1.3,1.05,0.28,0.48,3.11,PS4
Bloody Roar,1998,Fighting,Sony Computer Entertainment,Eighting / Raizing,8.6,0.22,0.15,0.0,0.03,0.39,PS
Bloody Roar II,1999,Fighting,Sony Computer Entertainment,Eighting / Raizing,8.2,0.25,0.17,0.0,0.03,0.46,PS
Bloody Roar: Primal Fury,2002,Fighting,Activision,Eighting / Raizing,7.9,0.14,0.04,0.0,0.0,0.18,GC
BlowOut,2003,Shooter,Majesco,Terminal Reality,6.5,0.01,0.0,0.0,0.0,0.01,GC
Blue Dragon,2007,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,0.3,0.33,0.21,0.08,0.92,X360
Blue Dragon Plus,2009,Role-Playing,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,0.12,0.03,0.05,0.01,0.21,DS
Blue Dragon: Awakened Shadow,2010,Role-Playing,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,0.06,0.0,0.03,0.0,0.1,DS
Blue Stinger,1999,Adventure,Activision,Climax Entertainment,6.7,0.0,0.0,0.1,0.0,0.1,DC
Blues Brothers 2000,2000,Platform,Titus,Player 1,4.9,0.04,0.01,0.0,0.0,0.05,N64
Blur,2010,Racing,Activision,Bizarre Creations,8.3,0.48,0.68,0.02,0.19,1.3699999999999999,Multi_Plateforme
Body and Brain Connection,2011,Misc,Namco Bandai,Namco Bandai Games,6.0,0.1,0.08,0.0,0.02,0.2,X360
Bodycount,2011,Shooter,Codemasters,Guildford Studio,4.8,0.12000000000000001,0.08,0.0,0.03,0.22,PS3
Boktai 2: Solar Boy Django,2004,Role-Playing,Konami,Kojima Productions,7.9,0.03,0.01,0.0,0.0,0.04,GBA
Boktai: The Sun is in Your Hand,2003,Role-Playing,Konami,Kojima Productions,7.8,0.1,0.04,0.0,0.0,0.15,GBA
Bomberman,2006,Puzzle,Konami,Hudson Soft,7.3,0.14,0.0,0.0,0.01,0.15,PSP
Bomberman 64,1997,Puzzle,Hudson Soft,Hudson Soft,6.1,0.5,0.2,0.31,0.03,1.04,N64
Bomberman Fantasy Race,1999,Racing,Atlus,Graphic Research,6.3,0.01,0.01,0.0,0.0,0.02,PS
Bomberman Generation,2002,Adventure,Majesco,Game Arts,8.4,0.15,0.04,0.06,0.01,0.25,GC
Bomberman Jetters,2004,Puzzle,Majesco,Hudson Soft,7.2,0.06,0.02,0.0,0.0,0.08,GC
Bomberman Land,2008,Misc,Hudson Entertainment,Hudson Soft,6.0,0.16999999999999998,0.02,0.03,0.01,0.23,PSP
Bomberman Max 2: Blue Advance,2002,Puzzle,Majesco,Hudson Soft,7.3,0.07,0.02,0.0,0.0,0.09,GBA
Bomberman Max 2: Red Advance,2002,Puzzle,Majesco,Hudson Soft,7.5,0.05,0.02,0.0,0.0,0.07,GBA
Bomberman Party Edition,2000,Puzzle,Vatical Entertainment,Metro,7.9,0.07,0.05,0.0,0.01,0.12,PS
Bomberman Tournament,2001,Puzzle,Activision,Hudson Soft,8.8,0.1,0.04,0.1,0.01,0.25,GBA
Bomberman World,1998,Puzzle,Atlus,Hudson Soft,6.5,0.06,0.04,0.22,0.02,0.33,PS
Bomberman: Act Zero,2006,Puzzle,Konami,Hudson Soft,3.5,0.04,0.0,0.0,0.0,0.04,X360
Book of Spells,2012,Misc,Sony Computer Entertainment,SCEE London Studio,6.5,0.16,0.4,0.0,0.11,0.66,PS3
Bookworm,2004,Puzzle,Majesco,PopCap,6.0,0.02,0.01,0.0,0.0,0.03,GBA
Boom Blox,2008,Puzzle,Electronic Arts,EA Los Angeles,8.6,0.71,0.38,0.0,0.12,1.21,Wii
Boom Blox Bash Party,2009,Puzzle,Electronic Arts,EA Los Angeles,8.8,0.33,0.09,0.0,0.04,0.46,Wii
BoomBots,1999,Fighting,SouthPeak Interactive,The Neverhood,4.5,0.06,0.04,0.0,0.01,0.11,PS
Borderlands,2009,Shooter,2K Games,Gearbox Software,8.3,3.66,1.47,0.03,0.62,5.7700000000000005,Multi_Plateforme
Bottom of the 9th,1996,Sports,Konami,Konami,8.0,0.08,0.05,0.0,0.01,0.14,PS
Bottom of the 9th '97,1997,Sports,Konami,Konami,6.0,0.01,0.01,0.0,0.0,0.02,PS
Bottom of the 9th '99,1998,Sports,Konami,Konami,5.0,0.03,0.02,0.0,0.0,0.05,PS
Boulder Dash EX,2002,Puzzle,Kemco,Vision Works,7.7,0.0,0.0,0.0,0.0,0.0,GBA
Boxing,2001,Fighting,Agetec,A1 Games,5.9,0.04,0.03,0.0,0.0,0.07,PS
Boxing Fever,2001,Sports,Majesco,Digital Fiction,7.2,0.06,0.02,0.0,0.0,0.08,GBA
Braid,2009,Platform,Number None,Number None Inc.,8.8,0.0,0.03,0.0,0.0,0.03,PC
Brain Age 2: More Training in Minutes a Day,2007,Misc,Nintendo,Nintendo SDD,8.0,3.43,5.36,5.32,1.18,15.29,DS
Brain Age: Concentration Training,2013,Misc,Nintendo,Nintendo,7.5,0.0,0.0,0.27,0.0,0.27,3DS
Brain Age: Train Your Brain in Minutes a Day,2006,Misc,Nintendo,Nintendo SDD,8.1,4.74,9.21,4.16,2.04,20.16,DS
Brave Fencer Musashi,1998,Role-Playing,Square,SquareSoft,8.4,0.25,0.17,0.65,0.07,1.14,PS
Brave Story: New Traveler (US sales),2007,Role-Playing,Xseed Games,Game Republic,7.5,0.11,0.0,0.0,0.0,0.11,PSP
Brave: A Warrior's Tale,2009,Action,SouthPeak Interactive,Collision Studios,4.4,0.1,0.01,0.0,0.0,0.12,Wii
Bravely Default: Flying Fairy,2014,Role-Playing,Nintendo,Square Enix,8.2,0.5,0.34,0.49,0.08,1.41,3DS
Bravely Second: End Layer,2016,Role-Playing,Nintendo,Silicon Studio,7.4,0.22,0.11,0.2,0.03,0.56,3DS
Bravo Air Race,1997,Racing,THQ,Xing Entertainment,5.3,0.08,0.05,0.0,0.01,0.14,PS
Brawlout,2018,Fighting,Merge Games,Angry Mob Games,6.2,0.01,0.0,0.0,0.0,0.01,NS
Breach,2011,Shooter,Destineer,Atomic Games,6.5,0.01,0.0,0.0,0.0,0.01,PC
Breakout,2000,Puzzle,Hasbro Interactive,Supersonic Software,4.9,0.06,0.04,0.0,0.01,0.11,PS
Breath of Fire,2001,Role-Playing,Capcom,Capcom,7.8,0.11,0.04,0.06,0.0,0.22,GBA
Breath of Fire II,2002,Role-Playing,Capcom,Capcom,8.6,0.14,0.05,0.0,0.0,0.19,GBA
Breath of Fire III,1998,Role-Playing,Capcom,Capcom,6.0,0.29,0.22,0.46,0.08,1.04,PS
Breath of Fire IV,2000,Role-Playing,Capcom,Capcom,8.4,0.11,0.08,0.34,0.04,0.56,PS
Breath of Fire: Dragon Quarter,2003,Role-Playing,Capcom,Capcom,7.6,0.09,0.07,0.0,0.02,0.19,PS2
Brian Lara International Cricket 2007,2007,Sports,Codemasters,Codemasters,7.3,0.0,0.01,0.0,0.0,0.01,X360
Brink,2011,Shooter,Bethesda Softworks,Splash Damage,6.8,0.94,0.76,0.02,0.24,1.95,Multi_Plateforme
Britney's Dance Beat,2002,Misc,THQ,Art,6.3,0.15,0.06,0.0,0.0,0.22,GBA
Broken Sword II: The Smoking Mirror,1999,Adventure,Crave Entertainment,Revolution Software,7.3,0.03,0.02,0.0,0.0,0.06,PS
Broken Sword: Shadow of the Templars - The Director's Cut,2009,Adventure,Ubisoft,Revolution Software,7.5,0.11,0.1,0.0,0.02,0.24,Wii
Broken Sword: The Shadow of the Templars,2002,Adventure,BAM! Entertainment,Revolution Software Ltd.,8.1,0.04,0.02,0.0,0.0,0.06,GBA
Brothers In Arms: D-Day,2006,Shooter,Ubisoft,Gearbox Software,6.8,0.23,0.14,0.0,0.09,0.46,PSP
Brothers In Arms: Hell's Highway,2008,Shooter,Ubisoft,Gearbox Software,6.0,0.9199999999999999,0.64,0.0,0.24,1.81,PS3
Brothers in Arms: Double Time,2008,Shooter,Ubisoft,Gearbox Software,4.6,0.11,0.0,0.0,0.01,0.13,Wii
Brothers in Arms: Hell's Highway,2008,Shooter,Ubisoft,Gearbox Software,6.0,0.0,0.02,0.0,0.0,0.02,PC
Bruce Lee: Return of the Legend,2003,Action,Vivendi Games,Vicarious Visions,8.4,0.01,0.0,0.0,0.0,0.01,GBA
Brunswick Circuit Pro Bowling,1998,Sports,THQ,Adrenalin Entertainment,8.2,0.1,0.07,0.0,0.01,0.18,PS
Brunswick Circuit Pro Bowling 2,2000,Sports,THQ,Adrenalin Entertainment,7.0,0.06,0.04,0.0,0.01,0.11,PS
Brunswick Pro Bowling,2007,Sports,Crave Entertainment,Point of View,6.5,0.19,0.0,0.0,0.02,0.21,PSP
Brutal Legend,2009,Action,Electronic Arts,Double Fine Productions,7.9,1.1600000000000001,0.53,0.0,0.22,1.91,PS3
Bubble Bobble: Old & New,2004,Puzzle,Empire Interactive,Taito Corporation,5.5,0.04,0.02,0.0,0.0,0.06,GBA
Bubsy 3D,1996,Platform,Accolade,Eidetic,5.8,0.1,0.07,0.0,0.01,0.19,PS
Buck Bumble,1998,Action,Ubisoft,Argonaut Games,6.8,0.13,0.03,0.0,0.0,0.16,N64
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003,Action,THQ,Natsume,4.6,0.02,0.01,0.0,0.0,0.03,GBA
Bugriders: The Race of Kings,1997,Racing,GT Interactive,n-Space,3.0,0.01,0.01,0.0,0.0,0.02,PS
Bugs Bunny & Taz: Time Busters,2000,Adventure,Infogrames,Artificial Mind and Movement,8.0,0.11,0.08,0.0,0.01,0.21,PS
Bugs Bunny: Lost in Time,1999,Platform,Infogrames,Behaviour Interactive Inc.,7.0,0.22,0.15,0.0,0.03,0.4,PS
